,10_6_5_11,9_6_5_11,purep53,JMS8-2,JMS8-3,JMS8-4,JMS8-5,JMS9-P7c,JMS9-P8c
13982,998,6874,659,569,11543,2979,644,4447,1250
64009,233,1575,3706,4040,2558,779,5504,1343,412
68632,4,4,37,39,42,22,61,12,6
22353,0,0,0,0,0,0,0,0,0
67141,66,50,211,228,112,100,203,36,35
108853,145,140,301,197,306,311,233,124,120
56533,0,0,3,1,0,2,5,0,0
100041224,0,0,1,1,0,0,0,0,0
18390,0,0,0,0,0,0,0,0,0
320495,6,0,5,1,6,18,7,2,4
215748,2101,705,5138,4943,1723,1809,5373,335,816
77777,20,36,203,146,112,53,149,11,14
237253,20,35,65,57,92,41,41,14,15
18537,1593,1548,2849,2718,3705,2999,2202,883,888
320642,13,12,21,15,19,29,15,9,10
69912,202,270,653,487,546,296,321,175,135
407824,89,76,146,93,181,156,116,46,51
16798,6188,4903,11618,9484,15567,16411,14713,3641,4083
23924,1598,1512,3263,3048,3855,3065,2734,1202,1034
215751,918,1554,2699,2998,3935,2463,2839,1155,812
100503695,17,12,14,12,26,31,35,2,9
67418,1687,2316,4009,2601,5543,4093,4798,2418,1487
237256,6,11,18,17,20,17,20,5,6
100628581,0,0,0,0,0,0,0,0,0
68652,6245,5440,10956,8983,12784,10664,11343,3890,3919
338362,71,59,1169,956,94,226,1085,33,63
70097,6283,3766,7669,8880,10146,10075,9019,2639,4226
791352,0,10,2,4,5,3,1,6,4
320825,741,7818,1058,718,10590,2343,976,4117,1133
620417,0,2,1,0,0,1,1,4,1
78808,1171,1124,3013,2769,2400,2095,2949,663,753
215772,1,0,2,1,0,1,3,2,1
67844,412,271,218,234,285,233,182,99,153
382450,4,0,2,4,4,4,7,1,1
14816,0,0,0,0,0,0,1,0,0
78056,0,0,0,0,0,0,0,0,0
268281,465,536,1020,1003,1186,1005,837,437,377
71865,3462,1920,8706,8311,4282,5337,7840,1126,1986
13853,24,79,52,67,139,52,39,54,20
22288,6352,7701,20347,20903,15839,13111,25933,5066,3934
320273,30,79,87,52,123,76,48,36,18
74732,1303,1569,1395,886,2301,1262,1915,549,377
66125,564,1075,2270,1667,1960,887,1244,548,341
22634,2676,792,1718,1202,2256,4794,2182,510,1338
100862331,0,0,0,0,0,0,0,0,0
75122,2,2,1,2,2,2,3,0,1
353258,1392,1579,2861,2299,4072,3041,3026,1148,908
215789,878,444,2408,2645,1546,1288,2905,320,604
66848,1480,2527,2369,2043,5126,2918,1772,1576,1094
56535,474,1012,862,829,1882,940,867,648,375
66757,383,380,603,393,643,368,307,213,215
66253,476,973,658,572,1833,884,573,555,348
15273,4010,4774,8122,5781,13897,10104,15877,2025,1952
100504211,30,45,38,56,62,68,92,10,11
215798,956,1792,4102,4106,3584,1618,4878,1313,647
100039571,560,561,848,336,621,518,389,121,163
66201,714,1072,1326,1208,2337,1459,1116,736,597
69412,0,0,0,0,0,0,1,0,0
76743,0,1,0,0,0,0,0,0,0
18101,1,0,0,2,0,0,1,0,0
100504235,0,0,0,0,0,0,0,0,1
17684,3209,1235,2569,2762,2278,3195,1558,626,2395
378431,0,3,22,27,4,3,31,3,0
380629,2475,1630,3909,3125,3792,4367,4656,1013,1309
73112,706,921,1773,1167,1749,1461,1319,587,478
19707,1964,1822,3278,3150,4714,4015,3433,1224,1368
100045792,3,1,1,1,1,0,2,1,2
215814,106,341,181,136,403,123,139,184,102
215819,8004,3274,19472,18782,9198,12036,17966,2019,4610
56016,605,600,1236,1128,1271,949,791,326,359
215821,276,900,29,22,1374,688,17,378,226
237300,0,0,0,0,1,1,0,1,0
73968,0,3,0,0,3,3,0,0,0
64058,1682,3715,31318,26970,7022,3550,24853,3618,1425
21929,30650,12719,2651,2057,20265,18461,2662,3335,9581
100504265,1,1,0,0,1,1,0,0,0
94222,0,0,0,0,0,0,0,0,0
15979,2805,1645,1748,1641,3663,3551,1505,914,1401
237310,3,0,2,2,0,7,4,7,4
237313,2,27,137,93,25,8,341,21,3
76157,21,73,29,32,122,50,47,51,19
18634,421,691,768,699,1460,846,672,401,313
26408,1844,927,2317,2091,2179,3050,2371,623,1037
17761,4533,3377,5410,4448,7001,7521,5835,2163,2876
73811,27,13,10,9,17,41,23,5,13
621697,3910,5672,8883,7631,13283,9422,7628,3025,3187
72567,6767,7640,15423,8092,15763,13197,14110,6864,5478
71804,146,88,1134,876,310,406,1082,84,79
29863,1593,236,223,257,986,2317,266,86,762
52906,143,183,1063,970,471,391,1283,137,121
100038717,0,0,3,1,3,0,2,0,0
100504283,1,4,2,1,4,6,10,2,3
17863,217,1647,145,138,2609,584,102,1297,285
56422,2626,2872,4140,3105,5827,5119,4271,1939,1837
73990,40,29,15,10,42,48,23,28,28
237320,10,1,4,2,11,10,8,3,7
76924,0,0,0,0,0,0,0,0,0
67692,1,0,0,0,2,2,0,0,0
432436,7,7,1,0,11,5,0,4,1
20393,41083,39481,58384,63802,65199,48261,49902,34481,32397
114671,0,0,0,0,0,2,0,0,0
319887,3,10,0,1,8,4,1,4,0
379043,1,3,19,13,2,3,15,0,2
667281,16,4,4,1,15,9,4,8,6
606736,3,0,1,2,0,1,5,2,1
56554,3,1,23,15,9,4,12,1,1
100038752,0,1,2,0,0,0,0,0,0
353169,59,485,166,235,753,131,182,393,75
237336,513,873,1366,1109,1670,1035,1108,694,383
100504411,0,1,0,0,0,0,0,0,0
100038582,0,0,0,0,1,0,0,0,0
21412,1,0,1,1,2,8,3,0,1
14051,5,4,8,6,2,28,24,7,8
20042,484,366,1026,573,764,819,764,238,319
100529074,21,26,71,48,67,108,96,23,35
100529075,43,30,162,79,104,161,139,50,52
76306,238,417,669,784,896,514,624,281,165
26464,1,0,1,0,0,0,1,0,0
22361,1,4,199,296,1,5,180,0,1
111174,0,0,0,0,0,0,0,0,0
209512,0,0,0,0,0,0,0,0,0
493809,0,0,0,0,0,0,0,0,0
209513,0,0,0,0,0,0,0,0,0
215854,0,0,0,0,0,0,0,0,0
215855,0,0,0,0,0,0,0,0,0
215856,0,0,0,0,0,0,0,0,0
209517,0,0,0,0,0,0,0,0,0
435206,0,0,0,0,0,0,0,0,0
276742,0,0,0,0,0,0,0,0,0
435207,0,0,0,0,0,0,0,0,0
215859,0,0,0,0,0,0,0,0,0
382348,0,0,0,0,0,0,0,0,0
494546,0,0,0,0,0,0,0,0,0
503558,0,0,0,0,0,0,0,0,0
53331,957,1618,5048,4055,3414,2160,4060,1103,765
100862153,0,0,0,0,0,0,0,0,0
59012,58,39,30770,21198,137,505,25503,97,74
14219,3184,1053,29245,33787,2004,1987,52243,977,2023
18605,1422,354,7887,5593,1553,2725,6832,189,943
209558,6684,1080,438,264,6255,12624,478,556,3326
70208,1263,1663,1886,1881,3048,1808,1522,1119,1001
11846,387,5120,131,120,11616,1689,116,6133,1225
432442,142,162,1087,1034,373,266,1025,119,138
13822,1652,623,10674,10629,1745,3149,10969,329,855
100504474,0,0,0,0,0,0,1,0,0
73803,0,0,0,0,0,0,0,0,0
215866,0,0,0,0,0,0,0,0,0
77220,5,14,2421,3058,19,19,2764,5,5
100040851,0,0,2,2,0,0,5,0,0
268288,1,0,3,0,0,0,1,0,0
237339,378,531,1195,1453,1186,429,1156,406,258
667572,1,0,1,0,0,0,0,0,0
73910,709,811,1007,689,1917,1700,1023,609,546
16773,348,650,568,704,299,2220,969,95,444
100040961,89,172,280,207,332,160,219,100,49
19272,8594,8356,9246,9407,20665,16089,9338,5045,4997
210757,0,1,0,0,0,0,6,0,0
100504516,0,0,0,0,0,0,0,0,0
114676,151,189,285,225,374,275,246,114,101
67719,16,0,0,1,3,53,0,0,5
67412,0,0,1,0,3,1,1,1,0
212448,1,2,11,3,0,0,8,1,0
52665,255,371,469,330,860,642,413,192,172
68031,1309,1184,1902,1210,2505,2330,1803,698,787
72780,0,0,0,4,3,3,2,5,0
100504540,0,0,0,0,0,0,1,1,0
66311,43,63,354,272,103,52,231,29,16
73681,228,219,533,327,572,437,440,185,192
100504586,143,273,239,291,579,367,336,232,132
66847,151,212,227,293,459,360,273,141,111
211329,1446,397,1685,1177,690,872,1450,198,746
15214,551,61,52,66,152,376,27,49,288
69692,1250,717,1018,674,1728,2107,751,361,794
21987,426,332,830,591,653,690,507,146,252
100041294,659,717,939,568,1120,629,405,342,301
268291,449,590,1812,1153,1277,1126,1665,453,296
432450,1,2,133,156,4,1,131,0,1
76757,1,0,0,1,3,4,1,1,1
442820,0,0,0,0,0,0,0,0,0
100862254,0,0,0,0,0,0,0,0,0
215890,0,6,1,0,3,10,0,3,0
215895,0,0,0,0,0,0,0,0,0
57430,0,0,0,1,0,0,0,0,0
212892,6,19,23,19,58,7,26,5,6
72580,398,357,452,353,683,672,480,332,328
414093,13,21,101,99,77,49,104,21,12
66521,172,245,654,501,481,315,442,118,117
692132,1,1,5,2,17,6,5,0,1
270711,0,0,0,0,3,2,2,1,1
103511,10,9,86,142,13,17,45,5,13
215900,2,1,12,12,10,1,10,2,1
212898,447,180,2620,2021,815,1223,2653,103,313
22110,2543,2302,3306,2944,4121,2969,2738,1216,1303
72480,109,124,430,573,232,172,290,86,60
319638,541,897,770,687,1885,1115,650,673,440
12813,17,1,3,5,9,9,3,7,5
14302,1104,859,869,610,1589,1616,643,571,730
100041585,434,493,756,596,960,636,529,306,189
319415,0,0,2,1,1,2,4,0,1
15182,1398,1937,8392,5428,4629,2776,5977,1458,1081
17118,955,4188,4897,5071,6748,2289,7199,3099,1267
215919,0,0,1,0,0,0,1,0,0
16775,1356,725,4919,5856,1930,2333,6337,252,605
66337,13,17,183,185,63,35,209,7,9
71924,61,106,250,127,173,85,122,72,38
327743,7,8,21,15,9,8,40,1,2
14360,204,130,1973,1906,308,497,1833,74,130
100504626,6,3,11,9,12,10,28,0,6
103213,1250,2294,1042,1031,4147,2170,1017,1523,894
327744,76,113,180,182,257,122,217,86,54
19714,2593,10932,5182,3194,22892,7855,6112,13633,4278
100504659,4,7,11,1,2,3,2,1,2
213332,55,86,63,55,132,88,45,54,42
75299,2,14,5,14,24,5,12,5,6
72045,0,0,3,5,2,9,2,1,2
100041085,46,17,11,15,49,94,9,16,20
215928,21,8,2,6,18,15,3,8,6
215929,1,6,1,1,5,0,1,1,1
72472,82,36,747,942,211,428,674,43,51
67239,192,340,1056,692,779,413,895,294,183
67371,602,932,1242,1006,2049,1184,891,608,358
19850,7,4,5,0,1,1,1,1,0
11702,1691,1822,2713,2680,4572,3208,2856,1484,1058
78334,2892,14216,2054,1789,26019,6775,2141,11557,3634
70840,0,0,0,0,0,0,0,0,0
70503,202,284,167,189,653,338,96,210,111
327747,53,115,144,98,171,98,86,35,34
71713,1017,1486,3204,2911,2686,1568,2802,1012,751
83767,89,87,428,312,282,147,230,59,48
100504721,46,53,66,40,81,52,36,19,16
140741,0,0,0,0,0,0,0,0,0
103199,502,634,1187,1208,1478,875,833,381,360
633979,1,4,19,24,4,5,34,2,1
268294,357,532,485,456,978,613,502,346,239
171580,219,183,1898,1664,353,362,1276,99,133
20598,738,1369,1276,1143,2449,1178,1057,843,563
73075,65,135,42,60,259,92,56,126,69
53599,21295,161443,21195,20758,285722,64893,20474,125468,32267
75973,148,1889,34,35,2599,451,59,1078,233
70538,2,47,0,1,69,16,1,36,9
629461,37,519,15,20,766,157,28,395,89
100628609,0,0,0,0,0,0,0,0,0
103268,101,202,513,396,368,142,316,130,82
140742,412,848,1058,992,1220,684,798,568,458
213402,7,30,40,37,40,7,31,17,4
624784,698,979,2053,1654,2699,1616,1739,613,445
56484,6231,2975,4963,4136,6394,5948,3711,1391,2263
215951,248,482,272,343,929,448,272,277,197
666540,3,2,2,1,3,6,1,0,2
54198,3406,4301,7349,5858,9609,6107,5860,2268,1933
21907,0,0,0,0,0,0,0,0,0
14628,437,1409,1411,1194,2646,1193,962,822,333
140740,5394,7435,8508,6573,16503,12738,9127,5669,3922
268297,1425,442,120,143,1371,1701,129,233,836
109205,15,5,3558,3025,22,89,3702,2,14
74530,0,0,63,54,1,1,71,0,0
71365,202,225,655,542,477,287,521,102,114
331623,859,690,3991,5016,3023,2443,3942,335,439
67851,173,301,582,481,583,345,423,198,193
100862325,0,1,0,0,1,0,0,0,0
12484,14805,53918,15002,15254,88833,32424,18025,31641,15622
414125,0,0,0,0,1,1,0,0,0
69443,0,0,0,0,4,1,0,0,0
76563,158,463,551,396,759,380,385,279,116
170728,149,524,457,414,841,294,284,299,111
11630,9777,5451,12829,10376,15100,15892,15684,2725,5172
70365,1,0,4,0,1,1,1,0,0
11793,752,1035,2314,2404,2373,1515,1876,695,575
100316688,0,0,2,1,3,3,6,0,0
12142,745,218,7578,6002,419,1112,16547,163,272
19072,1175,1694,5665,4317,4091,2329,3930,953,685
78977,0,2,4,2,0,1,8,1,0
23828,0,0,121,143,1,4,102,1,0
380669,0,0,1,0,1,0,1,0,0
209462,717,666,1995,1512,1463,1132,1600,441,431
320363,0,1,1,0,0,3,0,1,0
100418235,0,0,1,0,0,0,0,0,0
14806,0,1,10,2,2,3,2,0,2
100504076,0,0,0,0,0,0,0,0,0
77987,3115,2246,4609,3235,5099,5110,4474,1392,1650
20464,0,0,1,1,0,0,3,0,0
14727,1,2,21,6,7,5,51,15,9
14728,2,1,37,6,13,7,52,21,17
77296,0,0,0,0,0,0,0,0,0
210198,0,0,0,0,0,0,0,0,0
320995,0,0,0,0,0,0,0,0,0
71090,0,0,0,0,0,0,0,0,0
215031,0,0,1,3,0,0,0,0,0
19886,0,0,0,0,1,0,0,0,0
66686,372,236,496,339,563,537,293,129,242
94221,831,984,2086,1616,2494,2002,1889,684,575
66650,3,3,6,5,7,8,8,2,4
52014,7404,3397,5757,3894,15077,25105,5638,2066,3930
629689,0,0,0,0,0,0,0,0,1
22639,160,139,257,183,280,282,281,74,84
215085,37,4,296,343,18,41,383,1,18
100862347,0,0,0,0,0,0,0,0,0
100038725,199,1105,349,332,2095,615,370,722,368
100502820,2,5,2,0,7,9,3,19,6
18821,4,10,19,41,18,6,20,17,7
432460,10,7,21,19,9,8,15,2,3
100502868,3,3,7,15,4,7,11,1,0
71567,304,390,753,824,1026,656,721,254,231
66403,233,238,751,675,644,543,541,173,180
100042554,4,7,6,1,10,15,13,8,4
75906,1,9,170,129,24,21,265,12,5
17155,2387,41082,10481,8843,41175,6023,11519,19785,3543
100502920,31,412,92,94,285,47,118,179,22
544696,761,924,1021,794,2233,1811,1462,755,604
73390,94,601,382,372,211,50,308,299,61
14609,1114,946,32700,26144,1957,2019,34400,1298,573
100862378,0,0,0,3,0,0,1,1,0
791298,0,0,0,0,0,0,0,0,0
74928,1,2,5,4,1,3,2,0,1
15500,313,274,930,747,699,625,804,223,234
56442,6066,8003,11225,10056,18158,13436,11624,5304,4464
18768,663,19,2,6,147,1136,3,30,361
12140,2,0,0,2,3,5,0,0,0
100502970,0,0,0,0,1,2,0,0,1
57319,2260,609,573,763,2680,4119,703,332,1451
100504180,0,0,0,0,0,0,0,0,0
74399,0,0,0,0,0,0,0,0,0
245263,0,0,0,0,1,0,0,0,0
791309,1,2,1,0,0,3,0,2,3
70297,1121,1912,1498,971,3191,2020,1293,1322,899
110829,4140,3185,6999,5580,6777,6952,7055,2068,2610
19386,14471,10363,23876,14893,30160,39728,29958,8253,10602
76138,73,67,144,116,159,147,194,58,58
13608,44,12,1319,1173,18,29,592,12,26
103505,0,0,204,89,2,2,128,0,0
237353,6,7,1442,960,29,30,1456,1,5
103080,165,800,493,413,1296,379,373,458,170
268301,1336,2967,578,590,4549,2157,456,2206,1037
18451,474,677,5893,5653,1625,1517,6230,386,322
69836,0,1,2,3,0,0,1,0,0
18302,3,8,278,230,8,3,206,0,1
215999,424,506,1186,1254,1042,791,1193,244,228
216001,919,1393,2579,2182,2787,1574,2135,756,560
56709,1110,1392,1690,1485,3695,2276,1736,891,739
100503588,35,28,28,24,39,34,38,15,17
74747,3390,7980,13525,10003,12466,4841,9663,2120,1275
52717,996,1144,1880,1720,2576,1782,1442,716,645
69090,960,1354,1021,934,2682,1513,788,808,553
94214,60,57,5347,7921,131,199,5743,43,49
53374,19,9,932,595,37,32,565,4,7
19156,57711,42097,71939,66952,117958,111647,66241,23782,31963
22295,12,6,163,152,17,21,194,5,5
74048,909,1256,2907,4126,1834,773,2182,788,534
100302688,0,1,26,40,3,0,18,0,0
71279,1846,1067,1411,1843,3700,4357,1157,587,1065
107449,710,527,3105,3553,1454,1646,2505,344,384
100503834,0,0,0,0,0,0,0,0,0
73616,0,0,0,0,0,0,0,0,0
327760,0,0,0,0,0,0,0,0,0
13180,75,72,427,364,178,128,331,36,60
20397,3552,3670,10900,12225,9358,7626,11295,2017,2058
65971,0,0,0,0,0,0,1,1,0
237360,6,29,163,211,18,59,192,19,11
100862379,0,0,0,0,0,0,0,0,0
18646,5,1,2,3,4,7,4,1,7
27355,3769,1742,1682,1529,4136,4028,1139,926,1734
18119,2,0,3,5,2,0,1,1,0
13688,3325,2786,3755,3578,8424,5930,3310,1491,1490
100503821,55,40,23,32,71,76,41,19,27
216011,77,231,593,587,447,135,328,119,51
237362,0,0,1,0,0,0,0,0,0
67895,913,1920,4273,3764,5177,2648,3985,1161,650
20224,5874,6405,12736,12396,17948,13874,12292,4074,3756
71767,456,550,1204,797,1073,683,728,257,236
71361,417,837,2526,3068,1630,681,2339,593,284
404634,37,354,2148,1779,599,110,1377,214,45
100628583,0,0,0,0,0,0,0,0,0
12817,5,13,43,24,10,34,71,8,7
432466,687,215,895,590,735,1516,620,119,224
69894,311,506,244,201,706,369,115,241,189
11925,2,1,2,0,0,0,0,0,1
70423,870,355,811,775,1327,1895,546,206,542
21337,4,5,0,0,13,4,1,1,2
15275,6533,7722,9616,7905,18618,12867,9973,4555,4205
70162,27,49,18,10,101,42,26,29,22
216019,0,0,10,5,4,5,9,0,0
338359,682,727,1039,922,1828,1408,1094,500,425
74706,16,8,20,14,30,22,20,3,3
30930,2621,2445,2662,2133,5420,4696,2125,1601,1699
19073,24,33,209,160,198,99,395,84,42
72320,605,1282,1237,1160,2306,1169,1149,745,403
56200,7955,6698,22558,18542,22047,19316,24552,5067,4882
100862011,0,0,0,0,0,0,0,0,0
94213,2059,2195,5052,3598,4800,4668,5681,1819,1633
216021,0,2,226,241,8,3,244,5,1
67500,2919,3142,7325,4850,7936,8053,9555,2882,2528
100217463,15,14,14,11,22,31,34,19,20
52463,274,100,1348,1425,297,310,1279,72,212
73132,642,737,649,564,1659,1132,486,555,420
327762,32,55,375,284,153,53,167,36,26
70432,494,629,913,771,1223,960,1097,553,438
432467,271,329,999,566,562,317,780,237,144
67307,17,36,84,94,66,59,154,32,12
68371,1,1,14,8,9,10,17,1,1
53404,0,0,1,2,0,0,1,0,0
68802,0,5,0,3,4,4,1,1,1
641387,4,1,7,0,2,2,0,0,0
67345,1360,1767,2594,1865,4090,3082,2866,1548,1217
100502721,7,6,2,2,6,9,9,5,1
93759,3283,1993,4183,3906,4609,5349,3316,1356,2024
30045,295,2774,75,71,4119,880,55,1934,491
216033,0,0,23,29,2,11,25,9,3
791346,0,0,0,0,0,0,1,0,0
216028,0,0,0,0,0,0,0,0,0
100502808,0,0,0,0,0,0,0,0,0
69433,0,0,0,0,0,0,0,0,0
28193,2008,1919,20231,16768,5345,4943,21512,1407,1294
108829,14148,15827,80097,42426,38003,41333,121372,16359,17353
641340,135,227,217,155,409,207,241,139,67
13654,6158,2122,23405,33155,2291,2283,15396,869,1651
211488,625,808,2307,2164,2055,1276,2187,491,362
100038508,0,0,2,5,1,2,8,0,0
216049,9,13,3113,3132,37,55,2246,24,15
170799,9,18,159,101,36,7,96,5,7
71371,3816,7499,7183,7343,10188,4265,8776,5192,2956
100503521,0,0,0,0,0,0,0,0,0
75148,0,0,0,0,0,0,0,0,0
73287,5,3,61,30,12,10,46,2,1
327766,2,10,15,32,5,13,34,2,5
69288,45,210,282,429,286,125,291,68,29
320700,26,29,29,31,21,12,17,16,5
12534,140,219,2600,2118,571,234,1586,115,104
11735,2815,5434,6970,7707,11682,5423,7941,3761,2160
76551,2644,2880,5488,4518,6181,5046,5451,1507,1468
69563,2,2,1,0,1,5,0,2,1
66859,31,50,50,30,41,47,48,14,3
71721,6,9,1616,1230,29,48,1853,12,13
70911,0,4,34,34,6,8,34,2,1
319646,0,0,0,0,0,0,0,0,0
83675,29,130,509,445,249,225,539,69,52
319572,0,0,0,0,0,0,0,0,0
21780,711,918,1667,1410,2153,1408,1373,575,465
216080,349,453,1423,1708,1320,904,1460,364,299
52637,183,589,2588,2009,1128,388,1431,343,155
69718,1765,1705,4320,4266,4273,4423,3902,1002,1062
622812,0,0,0,0,0,0,0,0,0
108950,0,8,0,0,15,5,1,9,3
100040505,385,335,612,469,755,752,733,248,274
52696,2175,2657,4793,2275,4464,4461,4728,1861,1576
327768,13,26,794,557,31,46,440,27,23
100861952,0,0,0,0,0,0,0,0,0
11994,0,1,1,5,0,0,7,0,0
71236,2,0,0,0,5,4,0,0,0
14687,185,404,559,447,626,255,317,184,106
76877,25,128,160,128,247,76,166,125,23
110279,3774,7266,5097,4445,14610,7020,6162,3662,1902
74392,4709,5326,6870,7242,12398,9437,7289,3145,2630
11540,35,22,120,128,34,28,70,5,5
544707,12,8,14,4,3,1,5,2,2
103149,5,5,379,266,22,16,256,4,3
71125,0,0,1,0,0,1,0,0,0
68778,815,1414,730,590,2318,1043,608,920,457
67332,1759,3273,6478,3276,5391,2642,3144,1554,1047
192734,1183,773,6145,8319,1440,1232,4122,427,755
14598,784,4778,9426,7282,8241,2151,7858,2154,742
23887,1284,107,477,369,467,3452,469,39,674
100503432,5,0,7,3,1,7,2,0,2
71733,37,140,121,148,259,160,158,140,51
104248,2889,4117,4134,4219,8292,4863,3245,2409,1838
13202,437,1000,633,511,1960,911,564,542,335
103140,2064,2710,733,699,5167,3241,610,1700,1463
14871,633,633,1029,1072,1185,1109,1071,408,443
75886,0,1,0,0,2,3,0,2,0
14872,547,1152,232,151,1867,886,148,643,405
17319,845,1390,3665,2655,2539,1593,2444,501,550
70377,178,33,172,91,252,433,110,22,143
20587,897,1571,3890,3463,3462,1623,2678,899,573
100861975,0,0,0,0,0,0,0,0,0
17385,22,45,138,236,78,45,101,37,18
103172,507,996,249,225,1790,793,115,469,281
333670,1,1,1,0,2,1,1,0,0
22364,3,1,0,6,5,2,1,0,1
333669,7,1,10,3,5,1,7,2,3
64453,269,209,538,518,506,379,559,131,107
64454,0,0,1,0,1,0,1,0,0
64452,0,0,0,0,0,0,0,0,0
15468,769,1452,1180,1137,2421,1192,842,666,441
751554,0,0,0,0,0,0,0,0,0
20203,4,2,9,22,5,8,9,3,3
64451,858,1126,3273,3176,2180,1258,2719,586,443
18541,2882,2145,3993,3811,5307,4868,3545,1108,1650
67523,0,1,0,0,0,1,0,0,1
76964,23,8,5,1,14,51,5,8,24
216119,35,63,50,54,136,69,33,30,19
54387,1327,1707,2894,3133,3686,2360,2604,989,919
16987,646,832,1096,1031,1433,1067,775,536,384
74953,26,34,33,42,80,31,51,26,14
76573,2,2,1,2,1,3,1,2,1
14317,0,0,6,6,0,3,7,0,0
12834,283,790,2594,4146,543,2330,3832,208,472
100861980,0,0,0,0,0,0,0,0,0
12833,286,774,3908,5421,677,2210,4949,242,488
59093,59,272,387,452,416,110,356,156,47
100038479,0,0,0,0,0,0,0,0,0
20509,187,277,1649,1346,616,290,780,221,102
12822,376,401,45265,35465,748,1877,30797,264,332
100169878,11,6,40,23,13,14,27,1,4
80294,1822,2198,6565,5965,5473,3914,5831,1213,1074
110532,116,240,780,853,553,322,835,138,88
100045653,3,11,11,5,15,2,5,9,3
108707,753,984,1948,1476,2414,1371,1735,536,382
16414,32,13,142,94,49,61,185,10,18
108705,13879,12209,17737,14013,27569,22489,19114,7879,9080
20610,1659,2805,5011,4465,5290,2378,3182,1763,1133
22213,2355,2759,4111,2803,5062,3533,4220,1573,1154
100316811,4,2,1,0,0,2,3,1,0
100502831,0,0,0,0,0,1,1,0,0
670895,0,0,0,2,0,0,0,0,0
16697,0,0,0,0,0,1,0,0,0
100009614,0,0,1,0,0,0,3,0,0
100502921,0,0,0,0,0,0,0,0,0
16694,0,0,0,0,0,0,0,0,0
100502953,0,0,1,0,0,0,0,0,0
77763,0,0,0,0,0,0,0,0,0
100041250,0,0,0,0,0,0,0,0,0
100041261,0,0,0,0,0,0,0,0,0
634517,0,0,0,0,0,0,0,0,0
100041281,0,0,0,0,0,0,0,0,0
634504,0,0,0,0,0,0,0,0,0
675294,0,0,0,0,0,0,0,0,0
100503388,0,0,0,0,0,0,0,0,0
670880,0,0,0,0,0,0,0,0,0
100040299,0,0,0,0,0,0,0,0,0
100191037,0,0,0,0,0,0,0,0,0
544710,0,0,0,0,0,0,0,0,0
622629,0,0,0,0,0,0,1,0,0
100041351,0,0,0,0,0,0,0,0,0
252974,17,26,67,83,40,14,51,11,4
75188,0,0,0,6,1,1,3,0,0
237387,135,60,400,464,219,199,405,29,59
28240,2,0,13,9,4,6,27,0,1
67884,730,371,1278,1211,958,1071,872,222,384
18641,7175,4954,9084,7489,10493,9145,6439,2147,2984
11634,15,8,0,2,18,20,5,2,8
54427,2,0,6,6,1,3,8,3,1
50723,70,91,735,833,267,178,862,62,42
100503488,0,0,0,0,0,0,0,0,0
28295,424,519,940,787,978,507,747,260,214
110816,1264,1293,2560,2506,3094,2251,2469,752,678
216131,2891,3534,6420,6068,8645,6584,6572,2181,1797
28169,2289,2685,2486,2496,6562,4064,2037,1649,1294
18114,6101,8128,11972,9559,16585,10409,10386,4993,3893
13014,5725,5391,5916,4545,13894,14385,5948,3009,3910
216134,3879,2147,2681,2250,13552,15811,3198,1000,2051
791283,13,10,0,0,7,12,0,2,1
258224,1,1,0,0,1,0,0,1,0
216136,919,1215,1283,1301,2332,1556,1103,743,548
71709,206,116,579,658,285,339,503,102,144
257883,0,0,0,0,0,0,0,0,0
12365,0,0,0,4,1,0,1,11,1
70976,0,0,1,0,0,0,2,0,0
20513,1,0,24,19,0,0,17,0,0
258305,0,0,0,0,0,0,0,0,0
257734,0,0,0,0,0,0,0,0,0
259163,0,0,0,0,0,0,0,0,0
18372,0,0,0,0,0,0,0,0,0
259044,0,0,0,0,0,0,0,0,0
259074,0,0,0,0,0,0,0,0,0
259042,0,0,0,0,0,0,0,0,0
18357,0,0,0,0,0,0,0,0,0
72128,499,447,737,440,618,568,608,346,388
624765,0,0,0,0,0,0,0,0,0
216144,0,0,0,0,0,0,0,0,0
624845,0,0,0,0,0,0,0,0,0
625029,15,15,7,4,31,35,8,2,5
50784,5394,4767,2179,1733,12227,10259,1424,2293,3119
70427,887,1412,1663,1224,2449,1309,1227,824,583
21830,0,0,0,0,1,0,0,0,0
237397,11,134,20,28,200,31,24,51,16
216148,50,390,931,1106,809,190,1128,132,38
100503607,1,5,47,47,9,5,39,4,1
382384,0,0,0,0,0,0,0,0,0
17123,3,2,8,1,8,4,18,1,0
110012,172,417,988,737,683,278,563,199,107
216150,667,747,1819,1625,2453,1991,1528,515,454
16904,46,44,259,466,135,103,196,16,19
12215,14170,23274,16473,14700,52698,27565,13945,12204,8292
15166,28,15,16,13,29,18,15,10,7
216151,567,744,1005,849,1518,843,880,411,329
67112,1,0,3,2,2,1,6,1,0
70294,828,1128,2750,2028,2374,1351,1514,696,437
83554,303,188,2181,1881,444,544,2301,98,176
73106,5,0,6,7,3,7,8,2,0
100503626,0,0,5,4,0,0,1,2,0
18483,122,87,3044,3640,207,240,2351,54,77
78906,336,238,124,161,433,320,73,144,195
414101,25,37,63,65,85,51,34,25,21
19205,9905,8815,38374,38908,29479,24647,36242,5325,6004
216152,887,381,2522,2258,886,1346,2489,182,408
19152,104,13,47,55,60,113,45,5,28
50701,0,1,1,0,0,0,0,0,0
