,rownames,ENTREZID,SYMBOL,TXCHROM
70040,8690,70040,2610037D02Rik,chr15
319722,8691,319722,E330033B04Rik,NA
77044,8692,77044,Arid2,chr15
72193,8693,72193,Scaf11,chr15
105727,8694,105727,Slc38a1,chr15
67760,8695,67760,Slc38a2,chr15
69354,8696,69354,Slc38a4,chr15
105827,8697,105827,Amigo2,chr15
239647,8698,239647,Pced1b,chr15
71919,8699,71919,Rpap3,chr15
19011,8700,19011,Endou,chr15
223864,8701,223864,Rapgef3,chr15
100503050,8702,100503050,NA,NA
67739,8703,67739,Slc48a1,chr15
56233,8704,56233,Hdac7,chr15
22337,8705,22337,Vdr,chr15
380967,8706,380967,Tmem106c,chr15
12824,8707,12824,Col2a1,chr15
223870,8708,223870,Senp1,chr15
18642,8709,18642,Pfkm,chr15
78541,8710,78541,Asb8,chr15
239650,8711,239650,Ccdc184,chr15
545140,8712,545140,Or10ad1c,chr15
634104,8713,634104,Or10ad1,chr15
629524,8714,629524,Or10ad1b,chr15
70069,8715,70069,H1f7,chr15
239652,8716,239652,Zfp641,chr15
257943,8717,257943,Or8s16,NA
258278,8718,258278,Or8s5,chr15
259038,8719,259038,Or8s2,chr15
73302,8720,73302,1700031M16Rik,chr15
258449,8721,258449,Or8s10,chr15
258277,8722,258277,Or8s8,chr15
16770,8723,16770,Lalba,chr15
258502,8724,258502,Or11m3,chr15
69612,8725,69612,Kansl2,chr15
100217417,8726,100217417,Snora34,chr15
100503377,8727,100503377,NA,NA
100217416,8728,100217416,Snora2b,chr15
12455,8729,12455,Ccnt1,chr15
100048895,8730,100048895,9330020H09Rik,chr15
73863,8731,73863,Tex49,chr15
11512,8732,11512,Adcy6,chr15
12297,8733,12297,Cacnb3,chr15
74351,8734,74351,Ddx23,chr15
223881,8735,223881,Rnd1,chr15
105833,8736,105833,Ccdc65,chr15
66120,8737,66120,Fkbp11,chr15
11842,8738,11842,Arf3,chr15
22410,8739,22410,Wnt10b,chr15
22408,8740,22408,Wnt1,chr15
13199,8741,13199,Ddn,chr15
100049164,8742,100049164,NA,NA
19082,8743,19082,Prkag1,chr15
381022,8744,381022,Kmt2d,chr15
69159,8745,69159,Rhebl1,chr15
13363,8746,13363,Dhh,chr15
74775,8747,74775,Lmbr1l,chr15
100861967,8748,100861967,NA,NA
100503512,8749,100503512,NA,NA
22143,8750,22143,Tuba1b,chr15
22142,8751,22142,Tuba1a,chr15
75951,8752,75951,4930578M01Rik,chr15
22146,8753,22146,Tuba1c,chr15
100503555,8754,100503555,NA,NA
19132,8755,19132,Prph,chr15
78733,8756,78733,Troap,chr15
239659,8757,239659,C1ql4,chr15
72778,8758,72778,Dnajc22,chr15
72572,8759,72572,Spats2,chr15
16512,8760,16512,Kcnh3,chr15
51812,8761,51812,Mcrs1,chr15
73600,8762,73600,1700120C14Rik,chr15
545136,8763,545136,Fam186b,chr15
54614,8764,54614,Prpf40b,chr15
22379,8765,22379,Fmnl3,chr15
110213,8766,110213,Tmbim6,chr15
380969,8767,380969,Nckap5l,chr15
75284,8768,75284,Bcdin3d,chr15
72393,8769,72393,Faim2,chr15
11827,8770,11827,Aqp2,chr15
11830,8771,11830,Aqp5,chr15
11831,8772,11831,Aqp6,chr15
26934,8773,26934,Racgap1,chr15
11419,8774,11419,Asic1,chr15
83797,8775,83797,Smarcd1,chr15
14555,8776,14555,Gpd1,chr15
66379,8777,66379,Cox14,chr15
71949,8778,71949,Cers5,chr15
65970,8779,65970,Lima1,chr15
100042918,8780,100042918,Uqcrh-ps1,NA
72277,8781,72277,Fam186a,chr15
207214,8782,207214,Larp4,chr15
70281,8783,70281,2310068J16Rik,chr15
239667,8784,239667,Dip2b,chr15
11908,8785,11908,Atf1,chr15
75002,8786,75002,Tmprss12,chr15
100503618,8787,100503618,NA,NA
70152,8788,70152,Mettl7a1,chr15
668178,8789,668178,Mettl7a3,chr15
393082,8790,393082,Mettl7a2,chr15
554292,8791,554292,Methig1,chr15
380975,8792,380975,Higd1c,chr15
18174,8793,18174,Slc11a2,chr15
432982,8794,432982,Gm5475,chr15
68614,8795,68614,Letmd1,chr15
207785,8796,207785,Csrnp2,chr15
21422,8797,21422,Tfcp2,chr15
19009,8798,19009,Pou6f1,chr15
78445,8799,78445,C330013E15Rik,chr15
23994,8800,23994,Dazap2,chr15
207818,8801,207818,Smagp,chr15
109901,8802,109901,Cela1,chr15
207839,8803,207839,Galnt6,chr15
619313,8804,619313,I730030J21Rik,chr15
59033,8805,59033,Slc4a8,chr15
20273,8806,20273,Scn8a,chr15
668225,8807,668225,Fignl2,chr15
208258,8808,208258,Ankrd33,chr15
11482,8809,11482,Acvrl1,chr15
11479,8810,11479,Acvr1b,chr15
380977,8811,380977,A330009N23Rik,chr15
105968,8812,105968,AU021063,chr15
56149,8813,56149,Tamalin,chr15
15370,8814,15370,Nr4a1,chr15
68118,8815,68118,Atg101,chr15
77717,8816,77717,Smim41,chr15
74127,8817,74127,Krt80,chr15
100316694,8818,100316694,Mir1941,chr15
110310,8819,110310,Krt7,chr15
406219,8820,406219,Krt87,chr15
66322,8821,66322,Krt88,chr15
64818,8822,64818,Krt81,chr15
16679,8823,16679,Krt86,chr15
100126226,8824,100126226,Krt83,chr15
574415,8825,574415,Gm6042,NA
16680,8826,16680,Krt84,chr15
114566,8827,114566,Krt82,chr15
239673,8828,239673,Krt90,chr15
109052,8829,109052,Krt75,chr15
432985,8830,432985,Gm5476,chr15
432986,8831,432986,Gm5477,chr15
406223,8832,406223,Gm5414,chr15
432987,8833,432987,Gm5478,chr15
16688,8834,16688,Krt6b,chr15
16687,8835,16687,Krt6a,chr15
110308,8836,110308,Krt5,chr15
56735,8837,56735,Krt71,chr15
406222,8838,406222,Krt74,chr15
105866,8839,105866,Krt72,chr15
223915,8840,223915,Krt73,chr15
16681,8841,16681,Krt2,chr15
16678,8842,16678,Krt1,chr15
406220,8843,406220,Krt77,chr15
77055,8844,77055,Krt76,chr15
16682,8845,16682,Krt4,chr15
223917,8846,223917,Krt79,chr15
332131,8847,332131,Krt78,chr15
16691,8848,16691,Krt8,chr15
16668,8849,16668,Krt18,chr15
100862030,8850,100862030,NA,NA
75705,8851,75705,Eif4b,chr15
209039,8852,209039,Tns2,chr15
223918,8853,223918,Spryd3,chr15
16012,8854,16012,Igfbp6,chr15
223920,8855,223920,Soat2,chr15
246277,8856,246277,Csad,chr15
68744,8857,68744,Zfp740,chr15
16421,8858,16421,Itgb7,chr15
19411,8859,19411,Rarg,chr15
106073,8860,106073,Mfsd5,chr15
105988,8861,105988,Espl1,chr15
56612,8862,56612,Pfdn5,chr15
60315,8863,60315,Myg1,chr15
223921,8864,223921,Aaas,chr15
170574,8865,170574,Sp7,chr15
20683,8866,20683,Sp1,chr15
110542,8867,110542,Amhr2,chr15
66151,8868,66151,Prr13,chr15
18521,8869,18521,Pcbp2,chr15
26404,8870,26404,Map3k12,chr15
21357,8871,21357,Tarbp2,chr15
54615,8872,54615,Npff,chr15
223922,8873,223922,Atf7,chr15
100043600,8874,100043600,Gm4544,NA
67942,8875,67942,Atp5g2,chr15
751542,8876,751542,Mir688,chr15
67488,8877,67488,Calcoco1,chr15
15422,8878,15422,Hoxc13,chr15
15421,8879,15421,Hoxc12,chr15
100503872,8880,100503872,Hotair,chr15
109663,8881,109663,Hoxc11,chr15
209448,8882,209448,Hoxc10,chr15
723958,8883,723958,Mir196a-2,chr15
15427,8884,15427,Hoxc9,chr15
15426,8885,15426,Hoxc8,chr15
15425,8886,15425,Hoxc6,chr15
15424,8887,15424,Hoxc5,chr15
751557,8888,751557,Mir615,chr15
15423,8889,15423,Hoxc4,chr15
432989,8890,432989,D930007P13Rik,chr15
71726,8891,71726,Smug1,chr15
12419,8892,12419,Cbx5,chr15
15382,8893,15382,Hnrnpa1,chr15
18022,8894,18022,Nfe2,chr15
56447,8895,56447,Copz1,chr15
724064,8896,724064,Mir148b,chr15
100862049,8897,100862049,NA,NA
80910,8898,80910,Gpr84,chr15
29813,8899,29813,Zfp385a,chr15
16402,8900,16402,Itga5,chr15
74174,8901,74174,Gtsf1,chr15
223927,8902,223927,Gtsf2,chr15
105855,8903,105855,Nckap1l,chr15
100503932,8904,100503932,NA,NA
18574,8905,18574,Pde1b,chr15
58200,8906,58200,Ppp1r1a,chr15
14663,8907,14663,Glycam1,chr15
20771,8908,20771,Mucl1,chr15
20770,8909,20770,Mucl2,chr15
258859,8910,258859,Or1f19,chr16
54483,8911,54483,Mefv,chr16
74120,8912,74120,Zfp263,chr16
18312,8913,18312,Or2c1,chr16
385674,8914,385674,Zfp174,chr16
71063,8915,71063,Zfp597,chr16
74763,8916,74763,Naa60,chr16
73261,8917,73261,1700037C18Rik,chr16
76779,8918,76779,Cluap1,chr16
268857,8919,268857,Nlrc3,chr16
52864,8920,52864,Slx4,chr16
13419,8921,13419,Dnase1,chr16
68015,8922,68015,Trap1,chr16
12914,8923,12914,Crebbp,chr16
76397,8924,76397,4930455F16Rik,NA
436332,8925,436332,Gm5766,chr16
11515,8926,11515,Adcy9,chr16
106393,8927,106393,Srl,chr16
83383,8928,83383,Tfap4,chr16
83396,8929,83396,Glis2,chr16
66449,8930,66449,Pam16,chr16
78885,8931,78885,Coro7,chr16
246154,8932,246154,Vasn,chr16
83945,8933,83945,Dnaja3,chr16
67824,8934,67824,Nmral1,chr16
15369,8935,15369,Hmox2,chr16
66626,8936,66626,Cdip1,chr16
78809,8937,78809,4930562C15Rik,chr16
100169865,8938,100169865,Gm10914,NA
207740,8939,207740,Ubald1,chr16
17237,8940,17237,Mgrn1,chr16
100503704,8941,100503704,Gm16861,chr16
66911,8942,66911,Nudt16l1,chr16
72615,8943,72615,Anks3,chr16
74684,8944,74684,Dnaaf8,chr16
71089,8945,71089,Septin12,chr16
432995,8946,432995,Smim22,chr16
66049,8947,66049,Rogdi,chr16
74022,8948,74022,Glyr1,chr16
170644,8949,170644,Ubn1,chr16
19041,8950,19041,Ppl,chr16
665119,8951,665119,Sec14l5,chr16
27426,8952,27426,Nagpa,chr16
239691,8953,239691,AU021092,chr16
208211,8954,208211,Alg1,chr16
70511,8955,70511,Eef2kmt,chr16
268859,8956,268859,Rbfox1,chr16
68238,8957,68238,1700123O21Rik,chr16
74720,8958,74720,Tmem114,chr16
239706,8959,239706,Mettl22,chr16
268860,8960,268860,Abat,chr16
100861674,8961,100861674,NA,NA
66690,8962,66690,Tmem186,chr16
54128,8963,54128,Pmm2,chr16
52502,8964,52502,Carhsp1,chr16
436336,8965,436336,Litafd,chr16
252870,8966,252870,Usp7,chr16
69053,8967,69053,Hapstr1,chr16
14811,8968,14811,Grin2a,chr16
68172,8969,68172,Rpl39l,chr16
75329,8970,75329,Atf7ip2,chr16
13731,8971,13731,Emp2,chr16
70426,8972,70426,Tekt5,chr16
26425,8973,26425,Nubp1,chr16
383103,8974,383103,Tvp23a,chr16
12265,8975,12265,Ciita,chr16
58239,8976,58239,Dexi,chr16
74374,8977,74374,Clec16a,chr16
100503866,8978,100503866,Gm15558,NA
12703,8979,12703,Socs1,chr16
21959,8980,21959,Tnp2,chr16
19120,8981,19120,Prm3,chr16
19119,8982,19119,Prm2,chr16
19118,8983,19118,Prm1,chr16
100503881,8984,100503881,NA,NA
223970,8985,223970,Rmi2,chr16
56722,8986,56722,Litaf,chr16
100503907,8987,100503907,Gm19955,NA
100043147,8988,100043147,Gm4262,NA
20621,8989,20621,Snn,chr16
106200,8990,106200,Txndc11,chr16
106205,8991,106205,Zc3h7a,chr16
66409,8992,66409,Rsl1d1,chr16
69918,8993,69918,2610020C07Rik,chr16
14852,8994,14852,Gspt1,chr16
100316833,8995,100316833,Mir1945,chr16
21935,8996,21935,Tnfrsf17,chr16
74478,8997,74478,Snx29,chr16
223978,8998,223978,Cpped1,chr16
791359,8999,791359,Gm9961,chr16
72555,9000,72555,Shisa9,chr16
622509,9001,622509,Gm6327,NA
75493,9002,75493,1700003L19Rik,chr16
50505,9003,50505,Ercc4,chr16
239719,9004,239719,Mrtfb,chr16
100124432,9005,100124432,Mir193b,chr16
723899,9006,723899,Mir365-1,chr16
70100,9007,70100,2310015D24Rik,chr16
74108,9008,74108,Parn,chr16
67118,9009,67118,Bfar,chr16
66598,9010,66598,Pphln1-ps1,NA
26565,9011,26565,Pla2g10,chr16
76684,9012,76684,Pla2g10os,chr16
432999,9013,432999,A930007A09Rik,chr16
106298,9014,106298,Rrn3,chr16
18203,9015,18203,Ntan1,chr16
94184,9016,94184,Pdxdc1,chr16
93734,9017,93734,Mpv17l,chr16
74482,9018,74482,Ifitm7,chr16
67254,9019,67254,Bmerb1,chr16
223989,9020,223989,Marf1,chr16
723916,9021,723916,Mir484,chr16
67203,9022,67203,Nde1,chr16
17880,9023,17880,Myh11,chr16
66086,9024,66086,Cep20,chr16
17250,9025,17250,Abcc1,chr16
545280,9026,545280,A630010A05Rik,chr16
20583,9027,20583,Snai2,chr16
66793,9028,66793,Clxn,chr16
442816,9029,442816,F830005K03Rik,NA
632352,9030,632352,Gm7085,NA
70620,9031,70620,Ube2v2,chr16
17217,9032,17217,Mcm4,chr16
19090,9033,19090,Prkdc,chr16
72083,9034,72083,Mzt2,chr16
12609,9035,12609,Cebpd,chr16
224008,9036,224008,Spidr,chr16
67451,9037,67451,Pkp2,chr16
433003,9038,433003,Gm5481,chr16
70120,9039,70120,Yars2,chr16
74006,9040,74006,Dnm1l,chr16
224014,9041,224014,Fgd4,chr16
18316,9042,18316,Or7a40,chr16
74066,9043,74066,4933404G15Rik,chr16
50525,9044,50525,Spag6l,chr16
665562,9045,665562,Rpl31-ps12,chr16
16136,9046,16136,Igll1,chr16
22362,9047,22362,Vpreb1a,chr16
21976,9048,21976,Top3b,chr16
68606,9049,68606,Ppm1f,chr16
26413,9050,26413,Mapk1,chr16
106369,9051,106369,Ypel1,chr16
66053,9052,66053,Ppil2,chr16
70458,9053,70458,2610318N02Rik,chr16
723816,9054,723816,Mir130b,chr16
791069,9055,791069,Mir301b,chr16
64136,9056,64136,Sdf2l1,chr16
76872,9057,76872,Ccdc116,chr16
69101,9058,69101,Ydjc,chr16
22195,9059,22195,Ube2l3,chr16
239731,9060,239731,Rimbp3,chr16
58180,9061,58180,Hic2,chr16
224019,9062,224019,Tmem191,chr16
224020,9063,224020,Pi4ka,chr16
15160,9064,15160,Serpind1,chr16
67474,9065,67474,Snap29,chr16
12929,9066,12929,Crkl,chr16
72168,9067,72168,Aifm3,chr16
66863,9068,66863,Lztr1,chr16
69009,9069,69009,Thap7,chr16
74685,9070,74685,Lrrc74b,chr16
18440,9071,18440,P2rx6,chr16
224022,9072,224022,Slc7a4,chr16
77626,9073,77626,Smpd4,chr16
72315,9074,72315,Ccdc74a,chr16
94112,9075,94112,Med15,chr16
665892,9076,665892,NA,NA
224023,9077,224023,Klhl22,chr16
224024,9078,224024,Scarf2,chr16
433004,9079,433004,Fam246a,NA
80733,9080,80733,Car15,chr16
13356,9081,13356,Dgcr2,chr16
22114,9082,22114,Tssk1,chr16
22115,9083,22115,Tssk2,chr16
27886,9084,27886,Ess2,chr16
195333,9085,195333,Gsc2,chr16
13358,9086,13358,Slc25a1,chr16
22363,9087,22363,Vpreb1b,chr16
53960,9088,53960,Gm49580,NA
13353,9089,13353,Dgcr6,chr16
19125,9090,19125,Prodh,chr16
65079,9091,65079,Rtn4r,chr16
66779,9092,66779,4933432I09Rik,chr16
27801,9093,27801,Zdhhc8,chr16
19385,9094,19385,Ranbp1,chr16
15547,9095,15547,Trmt2a,chr16
94223,9096,94223,Dgcr8,chr16
100316814,9097,100316814,Mir1306,chr16
27883,9098,27883,Tango2,chr16
387180,9099,387180,Mir185,chr16
11877,9100,11877,Arvcf,chr16
12846,9101,12846,Comt,chr16
26462,9102,26462,Txnrd2,chr16
13972,9103,13972,Gnb1l,chr16
21380,9104,21380,Tbx1,chr16
619305,9105,619305,4930588K23Rik,NA
14724,9106,14724,Gp1bb,chr16
18951,9107,18951,Septin5,chr16
12741,9108,12741,Cldn5,chr16
12544,9109,12544,Cdc45,chr16
22230,9110,22230,Ufd1,chr16
72307,9111,72307,2510002D24Rik,chr16
18100,9112,18100,Mrpl40,chr16
15260,9113,15260,Hira,chr16
100505355,9114,100505355,NA,NA
100504250,9115,100504250,Gm10088,NA
110785,9116,110785,Iglc1,NA
404737,9117,404737,Iglj1,NA
110787,9118,110787,Iglc3,NA
404740,9119,404740,Iglj3,NA
16142,9120,16142,Iglv1,NA
110786,9121,110786,Iglc2,NA
404739,9122,404739,Iglj2,NA
404743,9123,404743,Iglv3,NA
110612,9124,110612,Iglv2,NA
258443,9125,258443,Or2m12,chr16
258458,9126,258458,Or2m13,chr16
259071,9127,259071,Or2l13,chr16
258937,9128,258937,Or2l5,chr16
258354,9129,258354,Or2l13b,chr16
258158,9130,258158,Or2aj4,chr16
258959,9131,258959,Or2aj5,chr16
258960,9132,258960,Or2aj6,chr16
239739,9133,239739,Lamp3,chr16
108105,9134,108105,B3gnt5,chr16
68162,9135,68162,A930003A15Rik,chr16
239743,9136,239743,Klhl6,chr16
75785,9137,75785,Klhl24,chr16
208146,9138,208146,Yeats2,chr16
208158,9139,208158,Map6d1,chr16
381038,9140,381038,Parl,chr16
224044,9141,224044,Cyp2ab1,chr16
27416,9142,27416,Abcc5,chr16
224045,9143,224045,Eif2b5,chr16
100504291,9144,100504291,Gm16618,NA
13544,9145,13544,Dvl3,chr16
11773,9146,11773,Ap2m1,chr16
100042948,9147,100042948,Gm15760,chr16
27406,9148,27406,Abcf3,chr16
328643,9149,328643,Vwa5b2,chr16
100316739,9150,100316739,Mir1224,chr16
208624,9151,208624,Alg3,chr16
107522,9152,107522,Ece2,chr16
73047,9153,73047,Camk2n2,chr16
21762,9154,21762,Psmd2,chr16
208643,9155,208643,Eif4g1,chr16
100217430,9156,100217430,Snord66,chr16
78408,9157,78408,Fam131a,chr16
12724,9158,12724,Clcn2,chr16
245841,9159,245841,Polr2h,chr16
21832,9160,21832,Thpo,chr16
12667,9161,12667,Chrd,chr16
625060,9162,625060,Gm6551,chr16
625123,9163,625123,Gm6557,chr16
66561,9164,66561,Teddm3,chr16
13845,9165,13845,Ephb3,chr16
328646,9166,328646,Gm16863,chr16
209018,9167,209018,Vps8,chr16
100504359,9168,100504359,NA,NA
72190,9169,72190,2510009E07Rik,chr16
74147,9170,74147,Ehhadh,chr16
100043489,9171,100043489,1300002E11Rik,chr16
71751,9172,71751,Map3k13,chr16
66664,9173,66664,Tmem41a,chr16
239759,9174,239759,Liph,chr16
75826,9175,75826,Senp2,chr16
239760,9176,239760,Ndufa11b,NA
319765,9177,319765,Igf2bp2,chr16
20462,9178,20462,Tra2b,chr16
100043507,9179,100043507,Gng5-ps,chr16
100862159,9180,100862159,NA,NA
104156,9181,104156,Etv5,chr16
110197,9182,110197,Dgkg,chr16
671242,9183,671242,NA,NA
12970,9184,12970,Crygs,chr16
70573,9185,70573,Tbccd1,chr16
67838,9186,67838,Dnajb11,chr16
11625,9187,11625,Ahsg,chr16
59083,9188,59083,Fetub,chr16
94175,9189,94175,Hrg,chr16
385643,9190,385643,Kng2,chr16
16644,9191,16644,Kng1,chr16
13682,9192,13682,Eif4a2,chr16
100216532,9193,100216532,Snord2,chr16
100217420,9194,100217420,Snora81,chr16
106344,9195,106344,Rfc4,chr16
11450,9196,11450,Adipoq,chr16
100043541,9197,100043541,B630019A10Rik,NA
320099,9198,320099,BC106179,chr16
20440,9199,20440,St6gal1,chr16
100504504,9200,100504504,4833423F13Rik,NA
239766,9201,239766,Rtp1,chr16
17174,9202,17174,Masp1,chr16
67775,9203,67775,Rtp4,chr16
20604,9204,20604,Sst,chr16
224055,9205,224055,Rtp2,chr16
100862208,9206,100862208,NA,NA
12053,9207,12053,Bcl6,chr16
68841,9208,68841,Lppos,NA
210126,9209,210126,Lpp,chr16
624582,9210,624582,Morf4l1-ps1,chr16
723830,9211,723830,Mir28a,NA
319487,9212,319487,A230028O05Rik,chr16
71338,9213,71338,Tprg,chr16
22061,9214,22061,Trp63,chr16
100043571,9215,100043571,Gm4524,NA
210530,9216,210530,P3h2,chr16
12737,9217,12737,Cldn1,chr16
114141,9218,114141,Cldn16,chr16
100043057,9219,100043057,Tmem207,chr16
16180,9220,16180,Il1rap,chr16
100504628,9221,100504628,Gm20319,chr16
239789,9222,239789,Gmnc,chr16
239790,9223,239790,Ostn,chr16
224065,9224,224065,Uts2b,chr16
67501,9225,67501,Ccdc50,chr16
100038623,9226,100038623,Gm10823,chr16
14167,9227,14167,Fgf12,chr16
100504645,9228,100504645,Gm20328,NA
751543,9229,751543,Mir690,chr16
239796,9230,239796,Mb21d2,chr16
27281,9231,27281,Plaat1,chr16
268878,9232,268878,Atp13a5,chr16
224079,9233,224079,Atp13a4,chr16
74143,9234,74143,Opa1,chr16
328657,9235,328657,Gm1968,chr16
100043102,9236,100043102,4632428C04Rik,chr16
71528,9237,71528,9030404E10Rik,chr16
15205,9238,15205,Hes1,chr16
75531,9239,75531,1700025H01Rik,NA
71756,9240,71756,Cpn2,chr16
74488,9241,74488,Lrrc15,chr16
14729,9242,14729,Gp5,chr16
224088,9243,224088,Atp13a3,chr16
224090,9244,224090,Tmem44,chr16
224092,9245,224092,Lsg1,chr16
224093,9246,224093,Fam43a,chr16
268880,9247,268880,Xxylt1,chr16
78618,9248,78618,Acap2,chr16
66849,9249,66849,Ppp1r2,chr16
100862313,9250,100862313,NA,NA
11815,9251,11815,Apod,chr16
114672,9252,114672,1700007E05Rik,NA
71911,9253,71911,Bdh1,chr16
224098,9254,224098,Gm536,chr16
13383,9255,13383,Dlg1,chr16
30060,9256,30060,Meltf,chr16
239827,9257,239827,Pigz,chr16
106264,9258,106264,Ncbp2as2,chr16
68092,9259,68092,Ncbp2,chr16
320213,9260,320213,Senp5,chr16
224105,9261,224105,Pak2,chr16
72084,9262,72084,Pigx,chr16
66994,9263,66994,Cep19,chr16
224109,9264,224109,Nrros,chr16
328660,9265,328660,Bex6,chr16
268882,9266,268882,Fbxo45,chr16
68980,9267,68980,Wdr53,chr16
100316697,9268,100316697,Mir1946a,chr16
69576,9269,69576,Smco1,chr16
70238,9270,70238,Rnf168,chr16
224111,9271,224111,Ubxn7,chr16
277203,9272,277203,Tm4sf19,chr16
100504089,9273,100504089,Gm20056,NA
100502673,9274,100502673,Gm19316,NA
66061,9275,66061,Dynlt2b,chr16
13026,9276,13026,Pcyt1a,chr16
106407,9277,106407,Slc51a,chr16
245308,9278,245308,Zdhhc19,chr16
22042,9279,22042,Tfrc,chr16
51789,9280,51789,Tnk2,chr16
675921,9281,675921,Tnk2os,chr16
140474,9282,140474,Muc4,chr16
224116,9283,224116,Muc20,chr16
381043,9284,381043,Smbd1,chr16
100502698,9285,100502698,Rubcn,chr16
69823,9286,69823,Fyttd1,chr16
70144,9287,70144,Lrch3,chr16
69707,9288,69707,Iqcg,chr16
57808,9289,57808,Rpl35a,chr16
239833,9290,239833,Lmln,chr16
100316698,9291,100316698,Mir1947,chr16
106326,9292,106326,Osbpl11,chr16
69150,9293,69150,Snx4,chr16
100502742,9294,100502742,1700007L15Rik,chr16
22661,9295,22661,Zfp148,chr16
171286,9296,171286,Slc12a8,chr16
77446,9297,77446,Heg1,chr16
17063,9298,17063,Muc13,chr16
16419,9299,16419,Itgb5,chr16
22247,9300,22247,Umps,chr16
545156,9301,545156,Kalrn,chr16
100043670,9302,100043670,Gm4581,NA
76378,9303,76378,Ropn1,chr16
239839,9304,239839,Ccdc14,chr16
107589,9305,107589,Mylk,chr16
76649,9306,76649,1700119H24Rik,chr16
278725,9307,278725,E130310I04Rik,chr16
100862381,9308,100862381,NA,NA
70757,9309,70757,Hacd2,chr16
224129,9310,224129,Adcy5,chr16
317717,9311,317717,Sec22a,chr16
72599,9312,72599,Pdia5,chr16
69768,9313,69768,1600019K03Rik,chr16
20357,9314,20357,Sema5b,chr16
546663,9315,546663,NA,NA
224132,9316,224132,Slc49a4,chr16
66667,9317,66667,Hspbap1,chr16
547253,9318,547253,Parp14,chr16
100043217,9319,100043217,NA,NA
209200,9320,209200,Dtx3l,chr16
80285,9321,80285,Parp9,chr16
16646,9322,16646,Kpna1,chr16
69544,9323,69544,Wdr5b,chr16
70186,9324,70186,Fam162a,chr16
381045,9325,381045,Mix23,chr16
209294,9326,209294,Csta1,chr16
268885,9327,268885,Stfa2l1,chr16
433016,9328,433016,Cstdc4,chr16
100503125,9329,100503125,Gm10913,NA
408196,9330,408196,Csta3,chr16
76770,9331,76770,Csta2,chr16
20861,9332,20861,Stfa1,chr16
209324,9333,209324,Cstdc3,NA
100038854,9334,100038854,Cstdc6,chr16
100034684,9335,100034684,Cstdc5,chr16
20862,9336,20862,Stfa2,chr16
20863,9337,20863,Stfa3,chr16
12374,9338,12374,Casr,chr16
12524,9339,12524,Cd86,chr16
106347,9340,106347,Ildr1,chr16
57738,9341,57738,Slc15a2,chr16
106389,9342,106389,Eaf2,chr16
320299,9343,320299,Iqcb1,chr16
68306,9344,68306,4930565N06Rik,chr16
224139,9345,224139,Golgb1,chr16
15163,9346,15163,Hcls1,chr16
207215,9347,207215,Fbxo40,chr16
77782,9348,77782,Polq,chr16
207227,9349,207227,Stxbp5l,chr16
74197,9350,74197,Gtf2e1,chr16
67657,9351,67657,Rabl3,chr16
15233,9352,15233,Hgd,chr16
68194,9353,68194,Ndufb4,chr16
14314,9354,14314,Fstl1,chr16
320184,9355,320184,Lrrc58,chr16
239845,9356,239845,Gpr156,chr16
75175,9357,75175,4930542C21Rik,NA
414072,9358,414072,BC031361,NA
56637,9359,56637,Gsk3b,chr16
18171,9360,18171,Nr1i2,chr16
320214,9361,320214,Cfap91,chr16
12856,9362,12856,Cox17,chr16
64082,9363,64082,Popdc2,chr16
85031,9364,85031,Pla1a,chr16
11544,9365,11544,Adprh,chr16
12519,9366,12519,Cd80,chr16
76916,9367,76916,Timmdc1,chr16
224143,9368,224143,Poglut1,chr16
67846,9369,67846,Tmem39a,chr16
12549,9370,12549,Arhgap31,chr16
56375,9371,56375,B4galt4,chr16
22268,9372,22268,Upk1b,chr16
74663,9373,74663,Tex55,chr16
207683,9374,207683,Igsf11,chr16
100502943,9375,100502943,NA,NA
268890,9376,268890,Lsamp,chr16
14432,9377,14432,Gap43,chr16
75722,9378,75722,4932412D23Rik,chr16
100503040,9379,100503040,Gm19522,chr16
170658,9380,170658,Ndufs5-ps,chr4
56490,9382,56490,Zbtb20,chr16
791329,9383,791329,Gm9968,NA
626693,9384,626693,Gm15713,chr16
100124467,9385,100124467,Mir568,chr16
100043314,9386,100043314,Tigit,chr16
13490,9387,13490,Drd3,chr16
106248,9388,106248,Qtrt2,chr16
212153,9389,212153,Ccdc191,chr16
332175,9390,332175,Zdhhc23,chr16
207798,9391,207798,Gramd1c,chr16
100499519,9392,100499519,Mir3470b,chr16
11964,9393,11964,Atp6v1a,chr16
72117,9394,72117,Naa50,chr16
207806,9395,207806,Usf3,chr16
320007,9396,320007,Sidt1,chr16
212514,9397,212514,Spice1,chr16
212517,9398,212517,Cfap44,chr16
117606,9399,117606,Boc,chr16
100526478,9400,100526478,Mir3081,chr16
212547,9401,212547,Nepro,chr16
66067,9402,66067,Gtpbp8,chr16
57781,9403,57781,Cd200r1,chr16
239849,9404,239849,Cd200r4,chr16
271375,9405,271375,Cd200r2,chr16
74603,9406,74603,Cd200r3,chr16
67896,9407,67896,Ccdc80,chr16
100038470,9408,100038470,Gm10808,NA
