gene_id,gene_id_version,chr,start,end,strand,gene_biotype,gene_name,gene_id_short
ENSMUSG00000005699,ENSMUSG00000005699.17,chr2,135528094.0,135535074.0,-,lncRNA,Gm14211,ENSMUSG00000005699
ENSMUSG00000005705,ENSMUSG00000005705.11,chr6,52152197.0,52192056.0,+,lncRNA,Hoxaas3,ENSMUSG00000005705
ENSMUSG00000005716,ENSMUSG00000005716.17,chr8,71976218.0,71976929.0,+,processed_pseudogene,Gm7850,ENSMUSG00000005716
ENSMUSG00000005718,ENSMUSG00000005718.9,chr10,40136930.0,40137329.0,+,lncRNA,A930033M14Rik,ENSMUSG00000005718
ENSMUSG00000005732,ENSMUSG00000005732.15,chr10,102251744.0,102253875.0,+,lncRNA,Gm47033,ENSMUSG00000005732
ENSMUSG00000005763,ENSMUSG00000005763.16,chr12,53294940.0,54118958.0,+,protein_coding,Npas3,ENSMUSG00000005763
ENSMUSG00000005774,ENSMUSG00000005774.13,chr9,122180673.0,122210589.0,+,protein_coding,Abhd5,ENSMUSG00000005774
ENSMUSG00000005779,ENSMUSG00000005779.13,chr9,102461787.0,102503733.0,-,protein_coding,Cep63,ENSMUSG00000005779
ENSMUSG00000005800,ENSMUSG00000005800.4,chr2,104389493.0,104401774.0,+,lncRNA,Platr14,ENSMUSG00000005800
ENSMUSG00000005802,ENSMUSG00000005802.13,chr2,144210903.0,144249596.0,+,protein_coding,Kat14,ENSMUSG00000005802
ENSMUSG00000005803,ENSMUSG00000005803.15,chr2,144441817.0,144610678.0,+,protein_coding,Dtd1,ENSMUSG00000005803
ENSMUSG00000005804,ENSMUSG00000005804.15,chr2,144398149.0,144432669.0,+,protein_coding,Sec23b,ENSMUSG00000005804
ENSMUSG00000005813,ENSMUSG00000005813.13,chr5,89565381.0,89605757.0,-,protein_coding,Gc,ENSMUSG00000005813
ENSMUSG00000005823,ENSMUSG00000005823.10,chr15,55839558.0,55839859.0,+,processed_pseudogene,Gm49210,ENSMUSG00000005823
ENSMUSG00000005824,ENSMUSG00000005824.8,chr14,87730389.0,87732589.0,+,TEC,Gm49197,ENSMUSG00000005824
ENSMUSG00000005836,ENSMUSG00000005836.11,chr15,88864224.0,88864617.0,-,processed_pseudogene,Gm8702,ENSMUSG00000005836
ENSMUSG00000005846,ENSMUSG00000005846.13,chr9,40590941.0,40591703.0,-,processed_pseudogene,Gm48288,ENSMUSG00000005846
ENSMUSG00000005864,ENSMUSG00000005864.8,chr12,108675276.0,108677245.0,-,lncRNA,Gm40572,ENSMUSG00000005864
ENSMUSG00000005871,ENSMUSG00000005871.16,chr15,77250098.0,77250899.0,-,TEC,Gm49436,ENSMUSG00000005871
ENSMUSG00000005873,ENSMUSG00000005873.7,chr15,83142149.0,83142298.0,-,processed_pseudogene,Gm32886,ENSMUSG00000005873
ENSMUSG00000005881,ENSMUSG00000005881.14,chr4,94795504.0,94817080.0,-,protein_coding,Eqtn,ENSMUSG00000005881
ENSMUSG00000005882,ENSMUSG00000005882.19,chr4,108691798.0,108719324.0,+,protein_coding,Txndc12,ENSMUSG00000005882
ENSMUSG00000005883,ENSMUSG00000005883.16,chr5,74753108.0,74863573.0,-,protein_coding,Lnx1,ENSMUSG00000005883
ENSMUSG00000005886,ENSMUSG00000005886.15,chr7,59623897.0,59654812.0,-,protein_coding,Gm38393,ENSMUSG00000005886
ENSMUSG00000005891,ENSMUSG00000005891.8,chr5,23995700.0,23996583.0,+,TEC,Gm43054,ENSMUSG00000005891
ENSMUSG00000005892,ENSMUSG00000005892.5,chr6,70832428.0,70832563.0,+,snoRNA,Gm23346,ENSMUSG00000005892
ENSMUSG00000005893,ENSMUSG00000005893.15,chr4,95412281.0,95412441.0,+,snRNA,Gm25004,ENSMUSG00000005893
ENSMUSG00000005897,ENSMUSG00000005897.15,chr7,22113008.0,22113931.0,+,protein_coding,Vmn1r148,ENSMUSG00000005897
ENSMUSG00000005899,ENSMUSG00000005899.15,chr10,122613385.0,122613970.0,-,TEC,Gm47582,ENSMUSG00000005899
ENSMUSG00000005907,ENSMUSG00000005907.15,chr13,34310731.0,34314449.0,-,protein_coding,Tubb2b,ENSMUSG00000005907
ENSMUSG00000005917,ENSMUSG00000005917.16,chr12,80805180.0,80809567.0,+,lncRNA,Gm26796,ENSMUSG00000005917
ENSMUSG00000005936,ENSMUSG00000005936.20,chr13,35049778.0,35050560.0,-,processed_pseudogene,Gm8231,ENSMUSG00000005936
ENSMUSG00000005947,ENSMUSG00000005947.12,chr1,78571663.0,78588078.0,-,lncRNA,5730419F03Rik,ENSMUSG00000005947
ENSMUSG00000005949,ENSMUSG00000005949.10,chr3,75554748.0,75563101.0,-,lncRNA,Platr10,ENSMUSG00000005949
ENSMUSG00000005950,ENSMUSG00000005950.15,chrY,50216048.0,50216362.0,-,unprocessed_pseudogene,Gm29512,ENSMUSG00000005950
ENSMUSG00000005951,ENSMUSG00000005951.14,chrY,72979301.0,72979978.0,-,unprocessed_pseudogene,Gm20848,ENSMUSG00000005951
ENSMUSG00000005952,ENSMUSG00000005952.16,chr9,105347719.0,105357393.0,+,lncRNA,Gm19667,ENSMUSG00000005952
ENSMUSG00000005958,ENSMUSG00000005958.16,chr10,86390811.0,86392046.0,-,processed_pseudogene,Gm21027,ENSMUSG00000005958
ENSMUSG00000005968,ENSMUSG00000005968.15,chr9,119978773.0,120010550.0,+,protein_coding,Mobp,ENSMUSG00000005968
ENSMUSG00000005973,ENSMUSG00000005973.7,chr2,23046381.0,23089272.0,+,protein_coding,Yme1l1,ENSMUSG00000005973
ENSMUSG00000005980,ENSMUSG00000005980.16,chr9,99141528.0,99142260.0,-,processed_pseudogene,Gm47199,ENSMUSG00000005980
ENSMUSG00000005981,ENSMUSG00000005981.12,chr9,16344163.0,16346691.0,-,TEC,Gm48726,ENSMUSG00000005981
ENSMUSG00000005982,ENSMUSG00000005982.15,chr9,44022206.0,44022467.0,+,TEC,Gm47327,ENSMUSG00000005982
ENSMUSG00000005983,ENSMUSG00000005983.16,chr9,61379873.0,61380268.0,-,processed_pseudogene,Gm47240,ENSMUSG00000005983
ENSMUSG00000005986,ENSMUSG00000005986.17,chr17,26470324.0,26470419.0,-,unprocessed_pseudogene,Gm50007,ENSMUSG00000005986
ENSMUSG00000005994,ENSMUSG00000005994.15,chr1,186699613.0,186702824.0,+,protein_coding,D1Pas1,ENSMUSG00000005994
ENSMUSG00000006005,ENSMUSG00000006005.19,chr11,3913975.0,3930004.0,+,protein_coding,Pes1,ENSMUSG00000006005
ENSMUSG00000006007,ENSMUSG00000006007.15,chr11,4168225.0,4172409.0,+,protein_coding,Castor1,ENSMUSG00000006007
ENSMUSG00000006010,ENSMUSG00000006010.15,chr11,7147782.0,7152546.0,+,protein_coding,Igfbp1,ENSMUSG00000006010
ENSMUSG00000006014,ENSMUSG00000006014.17,chr11,7013489.0,7128506.0,+,protein_coding,Adcy1,ENSMUSG00000006014
ENSMUSG00000006019,ENSMUSG00000006019.16,chr3,105881027.0,105894739.0,+,protein_coding,Ovgp1,ENSMUSG00000006019
ENSMUSG00000006021,ENSMUSG00000006021.6,chr7,21768482.0,21797332.0,+,protein_coding,Vmn1r139,ENSMUSG00000006021
ENSMUSG00000006024,ENSMUSG00000006024.14,chr9,56108410.0,56325351.0,-,protein_coding,Peak1,ENSMUSG00000006024
ENSMUSG00000006050,ENSMUSG00000006050.13,chr16,43509614.0,43509759.0,-,processed_pseudogene,Gm49734,ENSMUSG00000006050
ENSMUSG00000006056,ENSMUSG00000006056.14,chrY,60566546.0,60568906.0,-,lncRNA,Gm28690,ENSMUSG00000006056
ENSMUSG00000006057,ENSMUSG00000006057.16,chrY,26705950.0,26732144.0,-,protein_coding,Gm20890,ENSMUSG00000006057
ENSMUSG00000006058,ENSMUSG00000006058.11,chr1,17685308.0,17711305.0,-,lncRNA,Gm28154,ENSMUSG00000006058
ENSMUSG00000006095,ENSMUSG00000006095.13,chr6,69677751.0,69678271.0,-,IG_V_gene,Igkv4-50,ENSMUSG00000006095
ENSMUSG00000006127,ENSMUSG00000006127.10,chrY,32079749.0,32080444.0,-,unprocessed_pseudogene,Gm21753,ENSMUSG00000006127
ENSMUSG00000006134,ENSMUSG00000006134.5,chr10,110316498.0,110316938.0,+,processed_pseudogene,Gm47055,ENSMUSG00000006134
ENSMUSG00000006143,ENSMUSG00000006143.13,chr11,35012051.0,35599334.0,+,protein_coding,Slit3,ENSMUSG00000006143
ENSMUSG00000006154,ENSMUSG00000006154.14,chr14,52130346.0,52134202.0,+,protein_coding,Slc39a2,ENSMUSG00000006154
ENSMUSG00000006169,ENSMUSG00000006169.21,chr13,78521106.0,78527247.0,-,processed_pseudogene,Gm6317,ENSMUSG00000006169
ENSMUSG00000006179,ENSMUSG00000006179.10,chr3,75182295.0,75389463.0,-,protein_coding,Wdr49,ENSMUSG00000006179
ENSMUSG00000006191,ENSMUSG00000006191.18,chr3,79120226.0,79161220.0,+,lncRNA,4921511C10Rik,ENSMUSG00000006191
ENSMUSG00000006200,ENSMUSG00000006200.4,chr7,110246228.0,110248060.0,-,lncRNA,Gm57193,ENSMUSG00000006200
ENSMUSG00000006204,ENSMUSG00000006204.8,chr2,85483678.0,85484394.0,+,unprocessed_pseudogene,Or9b1-ps1,ENSMUSG00000006204
ENSMUSG00000006205,ENSMUSG00000006205.14,chr4,26442461.0,26443187.0,+,processed_pseudogene,Gm11903,ENSMUSG00000006205
ENSMUSG00000006215,ENSMUSG00000006215.13,chr18,43608483.0,43610861.0,-,protein_coding,Eif3j2,ENSMUSG00000006215
ENSMUSG00000006216,ENSMUSG00000006216.11,chr14,36789886.0,36795700.0,+,protein_coding,Lrit2,ENSMUSG00000006216
ENSMUSG00000006218,ENSMUSG00000006218.5,chr5,106988058.0,107074187.0,-,protein_coding,Hfm1,ENSMUSG00000006218
ENSMUSG00000006219,ENSMUSG00000006219.13,chr7,4150914.0,4153373.0,-,protein_coding,Leng9,ENSMUSG00000006219
ENSMUSG00000006221,ENSMUSG00000006221.8,chr11,69231287.0,69233467.0,+,protein_coding,Rnf227,ENSMUSG00000006221
ENSMUSG00000006235,ENSMUSG00000006235.7,chr11,116966834.0,116969790.0,+,lncRNA,Snhg20,ENSMUSG00000006235
ENSMUSG00000006241,ENSMUSG00000006241.17,chr6,31349830.0,31360812.0,+,lncRNA,Gm13844,ENSMUSG00000006241
ENSMUSG00000006262,ENSMUSG00000006262.16,chr10,21468047.0,21498276.0,+,protein_coding,1700020N01Rik,ENSMUSG00000006262
ENSMUSG00000006269,ENSMUSG00000006269.8,chr8,66354709.0,66354843.0,+,snoRNA,Gm26123,ENSMUSG00000006269
ENSMUSG00000006270,ENSMUSG00000006270.8,chr18,32953746.0,32953852.0,+,snRNA,Gm26378,ENSMUSG00000006270
ENSMUSG00000006273,ENSMUSG00000006273.15,chr1,65033110.0,65033763.0,-,processed_pseudogene,Rpl10a-ps1,ENSMUSG00000006273
ENSMUSG00000006276,ENSMUSG00000006276.11,chr4,93341495.0,93559307.0,-,lncRNA,Gm12649,ENSMUSG00000006276
ENSMUSG00000006281,ENSMUSG00000006281.9,chr6,12917524.0,12918466.0,+,TEC,Gm44472,ENSMUSG00000006281
ENSMUSG00000006288,ENSMUSG00000006288.9,chr7,3170113.0,3170272.0,-,processed_pseudogene,Gm44459,ENSMUSG00000006288
ENSMUSG00000006289,ENSMUSG00000006289.15,chr6,131048783.0,131049008.0,+,processed_pseudogene,Gm44149,ENSMUSG00000006289
ENSMUSG00000006299,ENSMUSG00000006299.14,chr2,74350635.0,74409779.0,-,protein_coding,Lnpk,ENSMUSG00000006299
ENSMUSG00000006301,ENSMUSG00000006301.18,chr7,142622890.0,142648379.0,-,protein_coding,Trpm5,ENSMUSG00000006301
ENSMUSG00000006304,ENSMUSG00000006304.15,chr6,83034825.0,83044299.0,+,protein_coding,Dqx1,ENSMUSG00000006304
ENSMUSG00000006307,ENSMUSG00000006307.17,chr12,113445790.0,113445812.0,-,IG_D_gene,Ighd1-1,ENSMUSG00000006307
ENSMUSG00000006310,ENSMUSG00000006310.11,chr12,113542124.0,113542610.0,-,IG_V_gene,Ighv5-2,ENSMUSG00000006310
ENSMUSG00000006311,ENSMUSG00000006311.9,chr12,113875645.0,113876103.0,-,IG_V_gene,Ighv7-2,ENSMUSG00000006311
ENSMUSG00000006313,ENSMUSG00000006313.6,chr12,113759758.0,113760187.0,-,IG_V_gene,Ighv2-6-8,ENSMUSG00000006313
ENSMUSG00000006315,ENSMUSG00000006315.10,chr12,114285947.0,114286421.0,-,IG_V_gene,Ighv3-8,ENSMUSG00000006315
ENSMUSG00000006333,ENSMUSG00000006333.15,chr7,42749143.0,42749267.0,+,TEC,Gm10351,ENSMUSG00000006333
ENSMUSG00000006335,ENSMUSG00000006335.17,chr18,46415218.0,46444995.0,-,protein_coding,Ccdc112,ENSMUSG00000006335
ENSMUSG00000006342,ENSMUSG00000006342.16,chr7,14986537.0,14988250.0,+,unprocessed_pseudogene,Obox4-ps22,ENSMUSG00000006342
ENSMUSG00000006344,ENSMUSG00000006344.18,chrX,123379656.0,123380054.0,-,processed_pseudogene,Rps12-ps11,ENSMUSG00000006344
ENSMUSG00000006345,ENSMUSG00000006345.11,chr13,120289497.0,120291752.0,-,protein_coding,AF067063,ENSMUSG00000006345
ENSMUSG00000006356,ENSMUSG00000006356.11,chr2,14350488.0,14352331.0,+,TEC,Gm37697,ENSMUSG00000006356
ENSMUSG00000006360,ENSMUSG00000006360.12,chr3,63388533.0,63391300.0,-,protein_coding,Strit1,ENSMUSG00000006360
ENSMUSG00000006362,ENSMUSG00000006362.17,chr2,162964526.0,162988273.0,+,lncRNA,Gm11454,ENSMUSG00000006362
ENSMUSG00000006369,ENSMUSG00000006369.15,chr9,122341614.0,122342663.0,-,lncRNA,Gm47131,ENSMUSG00000006369
ENSMUSG00000006373,ENSMUSG00000006373.11,chr8,124328311.0,124328419.0,-,rRNA,Rn5s-ps1,ENSMUSG00000006373
ENSMUSG00000006378,ENSMUSG00000006378.16,chr8,71676593.0,71677097.0,+,processed_pseudogene,Aprt-ps,ENSMUSG00000006378
ENSMUSG00000006386,ENSMUSG00000006386.16,chr4,152018148.0,152066594.0,+,protein_coding,Dnajc11,ENSMUSG00000006386
ENSMUSG00000006389,ENSMUSG00000006389.14,chr4,19608303.0,19708993.0,-,protein_coding,Wwp1,ENSMUSG00000006389
ENSMUSG00000006390,ENSMUSG00000006390.16,chr11,6608521.0,6627475.0,+,protein_coding,Ramp3,ENSMUSG00000006390
ENSMUSG00000006392,ENSMUSG00000006392.17,chr14,36776787.0,36786903.0,+,protein_coding,Lrit1,ENSMUSG00000006392
ENSMUSG00000006395,ENSMUSG00000006395.18,chr7,24230114.0,24238025.0,+,protein_coding,Irgq,ENSMUSG00000006395
ENSMUSG00000006398,ENSMUSG00000006398.16,chr4,19818725.0,19842218.0,+,protein_coding,Slc7a13,ENSMUSG00000006398
ENSMUSG00000006403,ENSMUSG00000006403.14,chr13,3588063.0,3617871.0,+,protein_coding,Gdi2,ENSMUSG00000006403
ENSMUSG00000006411,ENSMUSG00000006411.13,chr12,84801336.0,84819926.0,-,protein_coding,Npc2,ENSMUSG00000006411
ENSMUSG00000006412,ENSMUSG00000006412.11,chr12,84477491.0,84497778.0,-,protein_coding,Aldh6a1,ENSMUSG00000006412
ENSMUSG00000006418,ENSMUSG00000006418.18,chr4,155949180.0,155953897.0,-,protein_coding,Cptp,ENSMUSG00000006418
ENSMUSG00000006423,ENSMUSG00000006423.16,chr11,99747134.0,99747240.0,+,snRNA,Gm26324,ENSMUSG00000006423
ENSMUSG00000006435,ENSMUSG00000006435.17,chr12,69206069.0,69206368.0,+,misc_RNA,Rn7s1,ENSMUSG00000006435
ENSMUSG00000006442,ENSMUSG00000006442.11,chr10,129403524.0,129408979.0,+,protein_coding,Or6c88,ENSMUSG00000006442
ENSMUSG00000006445,ENSMUSG00000006445.4,chr4,58782704.0,58787716.0,-,protein_coding,Or2k2,ENSMUSG00000006445
ENSMUSG00000006456,ENSMUSG00000006456.11,chr17,91855547.0,91855939.0,+,processed_pseudogene,Gm49990,ENSMUSG00000006456
ENSMUSG00000006457,ENSMUSG00000006457.5,chr18,11788477.0,11790841.0,-,lncRNA,Gm50069,ENSMUSG00000006457
ENSMUSG00000006462,ENSMUSG00000006462.8,chr5,35915224.0,36042317.0,+,protein_coding,Ablim2,ENSMUSG00000006462
ENSMUSG00000006463,ENSMUSG00000006463.14,chr17,90263016.0,90284213.0,-,lncRNA,Gm41653,ENSMUSG00000006463
ENSMUSG00000006464,ENSMUSG00000006464.10,chr18,19499022.0,19504855.0,-,processed_pseudogene,Gm38432,ENSMUSG00000006464
ENSMUSG00000006469,ENSMUSG00000006469.14,chrX,20416026.0,20428328.0,+,protein_coding,Rgn,ENSMUSG00000006469
ENSMUSG00000006471,ENSMUSG00000006471.19,chr5,96104810.0,96108927.0,+,protein_coding,Cxcl13,ENSMUSG00000006471
ENSMUSG00000006476,ENSMUSG00000006476.20,chr15,101584458.0,101588722.0,-,protein_coding,Krt6b,ENSMUSG00000006476
ENSMUSG00000006488,ENSMUSG00000006488.18,chr3,157115654.0,157116423.0,+,processed_pseudogene,Gm5983,ENSMUSG00000006488
ENSMUSG00000006490,ENSMUSG00000006490.4,chr6,69500538.0,69501000.0,+,IG_V_pseudogene,Igkv13-57-2,ENSMUSG00000006490
ENSMUSG00000006494,ENSMUSG00000006494.12,chr19,45780278.0,45804500.0,-,protein_coding,Kcnip2,ENSMUSG00000006494
ENSMUSG00000006498,ENSMUSG00000006498.17,chr13,22737368.0,22742370.0,+,protein_coding,Vmn1r204,ENSMUSG00000006498
ENSMUSG00000006517,ENSMUSG00000006517.6,chr2,58595781.0,58625408.0,+,lncRNA,Gm13558,ENSMUSG00000006517
ENSMUSG00000006519,ENSMUSG00000006519.12,chr18,64290792.0,64466777.0,-,lncRNA,St8sia3os,ENSMUSG00000006519
ENSMUSG00000006522,ENSMUSG00000006522.18,chr6,116958980.0,116959388.0,+,processed_pseudogene,Gm43929,ENSMUSG00000006522
ENSMUSG00000006526,ENSMUSG00000006526.14,chr6,81961302.0,81969394.0,+,lncRNA,Gm20383,ENSMUSG00000006526
ENSMUSG00000006527,ENSMUSG00000006527.17,chr6,85069217.0,85069760.0,+,processed_pseudogene,Gm43954,ENSMUSG00000006527
ENSMUSG00000006529,ENSMUSG00000006529.17,chr6,42702525.0,42702956.0,+,processed_pseudogene,Gm44030,ENSMUSG00000006529
ENSMUSG00000006538,ENSMUSG00000006538.13,chr8,34006766.0,34075610.0,+,protein_coding,Tex15,ENSMUSG00000006538
ENSMUSG00000006542,ENSMUSG00000006542.14,chr2,32622632.0,32631028.0,-,lncRNA,6330409D20Rik,ENSMUSG00000006542
ENSMUSG00000006546,ENSMUSG00000006546.4,chr11,116655851.0,116666333.0,-,protein_coding,St6galnac1,ENSMUSG00000006546
ENSMUSG00000006567,ENSMUSG00000006567.12,chrX,81801036.0,81802044.0,-,processed_pseudogene,Gm14741,ENSMUSG00000006567
ENSMUSG00000006570,ENSMUSG00000006570.4,chrX,155462331.0,155462799.0,-,processed_pseudogene,Gm7312,ENSMUSG00000006570
ENSMUSG00000006574,ENSMUSG00000006574.16,chrY,9462449.0,9477366.0,-,unprocessed_pseudogene,Gm28848,ENSMUSG00000006574
ENSMUSG00000006575,ENSMUSG00000006575.15,chr5,149171626.0,149184492.0,-,lncRNA,Gm29264,ENSMUSG00000006575
ENSMUSG00000006576,ENSMUSG00000006576.17,chr11,94380425.0,94390800.0,-,protein_coding,Epn3,ENSMUSG00000006576
ENSMUSG00000006585,ENSMUSG00000006585.4,chrX,87773434.0,87775878.0,+,processed_pseudogene,Ppp4r3c-ps,ENSMUSG00000006585
ENSMUSG00000006586,ENSMUSG00000006586.16,chr4,136277851.0,136330034.0,-,protein_coding,Kdm1a,ENSMUSG00000006586
ENSMUSG00000006587,ENSMUSG00000006587.7,chr14,98355945.0,98356442.0,+,processed_pseudogene,Gm16331,ENSMUSG00000006587
ENSMUSG00000006589,ENSMUSG00000006589.9,chr13,31981522.0,31984772.0,+,lncRNA,Gm11379,ENSMUSG00000006589
ENSMUSG00000006599,ENSMUSG00000006599.14,chr19,16255161.0,16256140.0,+,processed_pseudogene,Gm17068,ENSMUSG00000006599
ENSMUSG00000006611,ENSMUSG00000006611.16,chr7,36432442.0,36433983.0,+,TEC,Gm37827,ENSMUSG00000006611
ENSMUSG00000006638,ENSMUSG00000006638.17,chr1,74941230.0,74974758.0,-,protein_coding,Cfap65,ENSMUSG00000006638
ENSMUSG00000006641,ENSMUSG00000006641.13,chr7,119289249.0,119313788.0,+,protein_coding,Acsm4,ENSMUSG00000006641
ENSMUSG00000006642,ENSMUSG00000006642.4,chr10,97528921.0,97530785.0,+,protein_coding,Ccer1,ENSMUSG00000006642
ENSMUSG00000006649,ENSMUSG00000006649.18,chr6,70699546.0,70699583.0,+,IG_J_gene,Igkj1,ENSMUSG00000006649
ENSMUSG00000006651,ENSMUSG00000006651.9,chr6,70549617.0,70550214.0,+,IG_V_gene,Igkv3-10,ENSMUSG00000006651
ENSMUSG00000006673,ENSMUSG00000006673.15,chr9,72357676.0,72399494.0,-,protein_coding,Tex9,ENSMUSG00000006673
ENSMUSG00000006675,ENSMUSG00000006675.11,chr5,53205029.0,53206530.0,-,lncRNA,Gm17182,ENSMUSG00000006675
ENSMUSG00000006676,ENSMUSG00000006676.18,chr1,139512521.0,139588637.0,-,unprocessed_pseudogene,Cfhr3,ENSMUSG00000006676
ENSMUSG00000006678,ENSMUSG00000006678.7,chr12,73914453.0,73914865.0,+,lncRNA,Gm56539,ENSMUSG00000006678
ENSMUSG00000006699,ENSMUSG00000006699.18,chr13,94492347.0,94495439.0,-,lncRNA,Gm9776,ENSMUSG00000006699
ENSMUSG00000006705,ENSMUSG00000006705.14,chr14,10085034.0,10095178.0,-,lncRNA,Gm48239,ENSMUSG00000006705
ENSMUSG00000006711,ENSMUSG00000006711.16,chr1,189075628.0,189077094.0,+,lncRNA,A430027H14Rik,ENSMUSG00000006711
ENSMUSG00000006715,ENSMUSG00000006715.12,chr6,72726096.0,72728897.0,-,TEC,Gm37736,ENSMUSG00000006715
ENSMUSG00000006717,ENSMUSG00000006717.8,chrY,12513577.0,12516809.0,-,lncRNA,Gm37739,ENSMUSG00000006717
ENSMUSG00000006720,ENSMUSG00000006720.17,chr14,116987627.0,116988541.0,+,TEC,Gm38045,ENSMUSG00000006720
ENSMUSG00000006724,ENSMUSG00000006724.13,chr7,7553966.0,7569785.0,-,protein_coding,Vmn2r33,ENSMUSG00000006724
ENSMUSG00000006728,ENSMUSG00000006728.13,chr17,17284375.0,17309890.0,+,protein_coding,Zfp960,ENSMUSG00000006728
ENSMUSG00000006731,ENSMUSG00000006731.11,chrY,5656986.0,5659574.0,+,protein_coding,Gm21854,ENSMUSG00000006731
ENSMUSG00000006732,ENSMUSG00000006732.15,chr2,111423418.0,111424356.0,-,unprocessed_pseudogene,Or4k46-ps1,ENSMUSG00000006732
ENSMUSG00000006736,ENSMUSG00000006736.10,chr17,39384582.0,39387928.0,-,protein_coding,Esp23,ENSMUSG00000006736
ENSMUSG00000006740,ENSMUSG00000006740.15,chr13,23289270.0,23302396.0,-,protein_coding,Vmn1r217,ENSMUSG00000006740
ENSMUSG00000006763,ENSMUSG00000006763.15,chr4,143621443.0,143626943.0,-,protein_coding,Pramel11,ENSMUSG00000006763
ENSMUSG00000006764,ENSMUSG00000006764.9,chr8,105074823.0,105122439.0,-,protein_coding,Cmtm4,ENSMUSG00000006764
ENSMUSG00000006777,ENSMUSG00000006777.8,chrY,56087981.0,56091328.0,-,lncRNA,Gm28206,ENSMUSG00000006777
ENSMUSG00000006782,ENSMUSG00000006782.17,chr1,94396440.0,94397612.0,-,processed_pseudogene,Gm7895,ENSMUSG00000006782
ENSMUSG00000006784,ENSMUSG00000006784.15,chr17,86103646.0,86131472.0,-,lncRNA,Gm29418,ENSMUSG00000006784
ENSMUSG00000006800,ENSMUSG00000006800.15,chr5,22015653.0,22070602.0,-,protein_coding,Slc26a5,ENSMUSG00000006800
ENSMUSG00000006818,ENSMUSG00000006818.6,chr13,62484277.0,62488541.0,-,lncRNA,Gm19792,ENSMUSG00000006818
ENSMUSG00000006850,ENSMUSG00000006850.9,chr16,30608763.0,30612073.0,-,lncRNA,Gm49754,ENSMUSG00000006850
ENSMUSG00000006906,ENSMUSG00000006906.11,chr9,85354787.0,85354922.0,+,snoRNA,Gm25125,ENSMUSG00000006906
ENSMUSG00000006920,ENSMUSG00000006920.15,chrY,31419544.0,31423014.0,+,unprocessed_pseudogene,Gm28489,ENSMUSG00000006920
ENSMUSG00000006930,ENSMUSG00000006930.16,chrY,50357039.0,50357734.0,-,unprocessed_pseudogene,Gm20880,ENSMUSG00000006930
ENSMUSG00000006931,ENSMUSG00000006931.16,chr1,96470784.0,96484428.0,-,lncRNA,Gm29601,ENSMUSG00000006931
ENSMUSG00000006932,ENSMUSG00000006932.18,chr17,57348775.0,57354143.0,+,lncRNA,Gm17168,ENSMUSG00000006932
ENSMUSG00000006941,ENSMUSG00000006941.6,chr9,121076383.0,121076730.0,+,processed_pseudogene,Gm17157,ENSMUSG00000006941
ENSMUSG00000006948,ENSMUSG00000006948.8,chrX,81735845.0,81735976.0,-,snoRNA,Gm24470,ENSMUSG00000006948
ENSMUSG00000006958,ENSMUSG00000006958.15,chr10,25503471.0,25504772.0,-,processed_pseudogene,Gm47924,ENSMUSG00000006958
ENSMUSG00000006998,ENSMUSG00000006998.17,chr12,80834718.0,80837117.0,-,lncRNA,Gm47941,ENSMUSG00000006998
ENSMUSG00000007021,ENSMUSG00000007021.6,chr12,23946368.0,23949301.0,+,unprocessed_pseudogene,Gm46342,ENSMUSG00000007021
ENSMUSG00000007029,ENSMUSG00000007029.17,chr13,88657399.0,88659455.0,-,processed_pseudogene,Gm19139,ENSMUSG00000007029
ENSMUSG00000007030,ENSMUSG00000007030.9,chr14,68351382.0,68352594.0,+,processed_pseudogene,Gm19216,ENSMUSG00000007030
ENSMUSG00000007033,ENSMUSG00000007033.5,chr13,82237876.0,82407079.0,+,lncRNA,Gm48155,ENSMUSG00000007033
ENSMUSG00000007034,ENSMUSG00000007034.16,chr13,116497734.0,116498230.0,-,processed_pseudogene,Gm47912,ENSMUSG00000007034
ENSMUSG00000007035,ENSMUSG00000007035.16,chr13,112565968.0,112573130.0,-,lncRNA,Gm48879,ENSMUSG00000007035
ENSMUSG00000007036,ENSMUSG00000007036.16,chr13,59359436.0,59364986.0,-,lncRNA,Gm34558,ENSMUSG00000007036
ENSMUSG00000007038,ENSMUSG00000007038.6,chr13,60631318.0,60636622.0,-,lncRNA,A530001N23Rik,ENSMUSG00000007038
ENSMUSG00000007039,ENSMUSG00000007039.13,chr13,111040033.0,111044814.0,+,lncRNA,Gm38397,ENSMUSG00000007039
ENSMUSG00000007041,ENSMUSG00000007041.10,chr13,115418737.0,115419211.0,+,processed_pseudogene,Gm47891,ENSMUSG00000007041
ENSMUSG00000007044,,,,,,,,
ENSMUSG00000007050,ENSMUSG00000007050.18,chr14,5889304.0,5894162.0,-,lncRNA,Gm48162,ENSMUSG00000007050
ENSMUSG00000007080,ENSMUSG00000007080.15,chr8,122276179.0,122305545.0,-,protein_coding,Fbxo31,ENSMUSG00000007080
ENSMUSG00000007097,ENSMUSG00000007097.15,chr13,15637820.0,15904611.0,+,protein_coding,Gli3,ENSMUSG00000007097
ENSMUSG00000007107,ENSMUSG00000007107.7,chr13,12197598.0,12272999.0,-,protein_coding,Mtr,ENSMUSG00000007107
ENSMUSG00000007122,ENSMUSG00000007122.12,chr13,13958644.0,14002481.0,+,protein_coding,Gng4,ENSMUSG00000007122
